AGID,lab_id,catalog_number,set_id,peptide_target,protein_expression,gene_name,validation_status,antibody_origin,type,control1,fold_change
AGID00156,2.6509082432328315,3217,Old,NDRG1_pT346,0.7559831208846337,NDRG1,Valid,Rabbit,PTM,,
AGID00048,2.4752513375643663,3033,Old,NFKBP65_pS536,,RELA,Caution,Rabbit,PTM,,0.6165822013324744
AGID00096,2.595566789354852,AF1555,Old,P27_pT157,0.2856995373556206,CDKN1B,Caution,Rabbit,PTM,0.4819108532918527,0.5703778440647919
AGID00099,2.603609974186836,ab64949,Old,P27_pT198,,CDKN1B,Valid,Rabbit,PTM,0.32741841361935214,
AGID00098,2.4847104668153865,9211,Old,P38_pT180Y182,0.6416583756789732,MAPK11/MAPK12/MAPK13/MAPK14,Valid,Rabbit,PTM,,
AGID00052,2.4908949722075175,9205,Old,P70S6K_pT389,0.5574902598532372,RPS6KB1,Valid,Rabbit,PTM,,
AGID00531,2.578311147546651,9344,Old,P90RSK_pT359S363,,RPS6KA1,Caution,Rabbit,PTM,,0.7638515438224891
AGID00182,2.659402545786811,9346,Set181,p90RSK_pT573,,RPS6KA1,Caution,Rabbit,PTM,,1.147294318385653
AGID00057,2.4996085442541656,3061,Old,PDK1_pS241,,PDPK1,Valid,Rabbit,PTM,,1.5109642838267223
AGID00125,2.631839097137727,44-836G,Old,PEA15_pS116,,PEA15,Valid,Rabbit,PTM,0.4422944128932701,
AGID00259,2.6950565147092624,9375,Set181,PKC-a-b-II_pT638_T641,,PRKCA/PRKCB,Valid,Rabbit,PTM,0.6991502921790432,
AGID00460,2.50494750867996,06-822,Old,PKCALPHA_pS657,,PRKCA,Caution,Rabbit,PTM,0.6705007857797342,
AGID00114,2.6150344550019495,07-875,Old,PKCDELTA_pS664,0.40202677838141804,PRKCD,Valid,Rabbit,PTM,0.33008037620335223,1.234477067020688
AGID00163,2.652739643215345,9371,Old,PKCPANBETAII_pS660,,PRKCA/PRKCB/PRKCD/PRKCE/PRKCH/PRKCQ,Valid,Rabbit,PTM,,0.9488503506876098
AGID02138,2.792950528503978,GTX133463,Set181,PLC-gamma2_pY759,0.5156981917873096,PLCG2,Valid,Rabbit,PTM,0.5666803774887516,0.896960741058381
AGID00082,2.5703404805975056,44-1100G,Old,PRAS40_pT246,,AKT1S1,Valid,Rabbit,PTM,,0.8540715578919602
AGID00424,2.7897683170542487,OAAF05458,Set181,PRC1_pT481,,PRC1,Caution,Rabbit,PTM,,1.5370371420365871
AGID00275,2.7171209854805713,3291,Set181,Pyk2_pY402,,PTK2B,Caution,Rabbit,PTM,,1.0832138154584257
AGID00060,2.5148278196292706,9308,Old,RB_pS807S811,,RB1,Valid,Rabbit,PTM,,0.7766303612401462
AGID00547,2.5692859161114936,3221,Old,RET_pY905,,RET,Caution,Rabbit,PTM,,
AGID00160,2.6515764134031894,3806,Old,RICTOR_pT1135,,RICTOR,Valid,Rabbit,PTM,,2.0456933445656023
AGID00246,2.688296118081728,A300-245A,Set181,RPA32_pS4_S8,,RPA2,Caution,Rabbit,PTM,0.37146807391606107,
AGID00062,2.529544412445689,2211,Old,S6_pS235S236,0.5544201955851568,RPS6,Valid,Rabbit,PTM,,
AGID00063,2.52987300971982,2215,Old,S6_pS240S244,0.6166329419211888,RPS6,Valid,Rabbit,PTM,,
AGID02168,2.795496991500681,bs-3413R,Old,SHC_pY317,0.43317515888097113,SHC1,Caution,Rabbit,PTM,0.4495913188568048,0.9598892842406358
AGID00183,2.6597211914404415,3751,Old,SHP2_pY542,0.47035063634371327,PTPN11,Caution,Rabbit,PTM,,
AGID02157,2.7945556578199353,6943,Old,SRC_pY416,0.4198151942227962,SRC,Valid,Rabbit,PTM,,
AGID00068,2.537901995868422,2105,Old,SRC_pY527,0.31888836097976964,SRC,Valid,Rabbit,PTM,,
AGID00388,2.5413260875662513,9131,Old,STAT3_pY705,1.0481470739682048,STAT3,Valid,Rabbit,PTM,1.0481470739682048,1.4142135623730951
AGID02194,2.7980054552463063,ab109403,Old,TUBERIN_pT1462,,TSC2,Valid,Rabbit,PTM,,0.9458016816436731
AGID00284,2.7192817263422775,6888,Set181,ULK1_pS757,0.41054793756596397,ULK1,Caution,Rabbit,PTM,,
AGID00354,2.7622410660599104,4910,Set181,Wee1_pS642,,WEE1,Caution,Rabbit,PTM,,0.9451821036181335
AGID00089,2.5813044562760905,4911,Old,YAP_pS127,0.12281157246339724,YAP1,Valid,Rabbit,PTM,0.7388970187390362,0.14465281538912403
AGID00095,2.5939600253443964,2900,Old,YB1_pS102,0.5611775324241338,YBX1,Valid,Rabbit,PTM,,
AGID00100,2.604481752787675,sc-628,Old,1433BETA,0.4244142845274746,YWHAB,Valid,Rabbit,Protein,0.27654414581669623,1.575868003990182
AGID00111,2.611097579841502,sc-23957,Old,1433EPSILON,0.5411273940182046,YWHAE,Caution,Mouse,Protein,0.40615691456350633,1.377261679928691
AGID00101,2.6046990349438923,sc-1019,Old,1433ZETA,1.0481470739682048,YWHAZ,Valid,Rabbit,Protein,1.0481470739682048,1.4142135623730951
AGID00001,1.0481470739682048,9452,Old,4EBP1,0.5514294875933364,EIF4EBP1,Valid,Rabbit,Protein,0.5946631781427016,0.9152606929175972
AGID00120,2.6255773373874622,4937,Old,53BP1,,TP53BP1,Valid,Rabbit,Protein,0.492362214529049,
AGID00005,1.6456154475156735,1768-1/ab45174,Old,ACC1,,ACACA/ACACB,Caution,Rabbit,Protein,,1.4013437112286193
AGID00408,2.7878146022351924,3658,Set181,AceCS1,0.5518069609285147,ACSS2,Valid,Rabbit,Protein,0.22726116210478223,2.591362355788939
AGID00473,2.6600392598565885,5335,Old,ACETYLATUBULINLYS40,,TUBA1B,Under Evaluation,Rabbit,Protein,,1.359519396330924
AGID00404,2.7874362765817438,9189,Set181,ACSL1,,ACSL1,Valid,Rabbit,Protein,,1.2860592253080727
AGID02144,2.793609024815053,PA5-27081,Old,ACVRL1,0.5683656954222641,ACVRL1,Caution,Rabbit,Protein,0.3811750725806688,1.5615438626564417
AGID00186,2.6625632677980655,ab88574,Old,ADAR1,0.4505258000656735,ADAR,Valid,Mouse,Protein,0.3637539077912711,1.2612398459452507
AGID00146,2.6437350975418394,4691,Old,AKT,,AKT1/AKT2/AKT3,Valid,Rabbit,Protein,,1.349525547738908
AGID00316,2.737900170783434,3063,Set181,Akt2,0.45796776184018473,AKT2,Valid,Rabbit,Protein,,
AGID02215,2.8026361132867628,ab195377,Set181,ALKBH5,0.5147565018948451,ALKBH5,Valid,Rabbit,Protein,0.6819890148660347,0.7157745147740313
AGID00498,2.613387406702731,CA1030,Old,ALPHACATENIN,0.21266941936910908,CTN 1,Valid,Mouse,Protein,0.2795065036120361,0.7143689908203594
AGID00006,1.9206455826398414,2532,Old,AMPKALPHA,,PRKAA1/PRKAA2,Caution,Rabbit,Protein,,1.4759007093974852
AGID00193,2.6641225292044646,610066,Old,ANNEXIN1,1.0551165763444195,ANXA1,Valid,Mouse,Protein,0.8566826559655057,1.373782527913352
AGID00166,2.6535658393555663,610668,Old,ANNEXINVII,0.4192354942657873,ANXA7,Valid,Mouse,Protein,,
AGID00371,2.57475498901108,1852-1/ab52615,Old,AR,,AR,Valid,Rabbit,Protein,,1.2999798313820103
AGID00194,2.6655141058095797,4432,Old,ARAF,,ARAF,Valid,Rabbit,Protein,0.4320537236250727,
AGID00260,2.638247094019305,sc-32761,Old,ARID1A,0.18767360048379972,ARID1A,Caution,Mouse,Protein,0.4669674989368941,0.38357156307526236
AGID00264,2.7116566745285864,HPA029318,Old,ASNS,0.9620230268700418,ASNS,Valid,Rabbit,Protein,0.7540695158986049,1.4102562125372822
AGID00276,2.7176922338861713,3415,Set181,Atg3,,ATG3,Valid,Rabbit,Protein,,0.771784932477954
AGID00309,2.735346216396037,13507,Set181,Atg4B,0.42711467184739715,ATG4B,Caution,Rabbit,Protein,0.6058952300058167,0.6717046895771981
AGID00310,2.735449109041265,12994,Set181,Atg5,0.6489837016047887,ATG5,Caution,Rabbit,Protein,0.6995076360619834,0.9109295098963476
AGID00277,2.717806256676494,8558,Set181,Atg7,,ATG7,Valid,Rabbit,Protein,,1.132912666978351
AGID00242,2.686666491845128,2873,Old,ATM,0.32785705142783067,ATM,Valid,Rabbit,Protein,1.0809483097062917,0.22624386842520175
AGID00217,2.676265587970618,ab14748,Set181,ATP5A,1.0481470739682048,ATP5F1A,Caution,Mouse,Protein,1.0481470739682048,1.4142135623730951
AGID02145,2.793682032203397,PA5-43776,Set181,ATP5H,,ATP5PD,Valid,Rabbit,Protein,,0.9828116610012317
AGID02150,2.7940465945508457,13934,Set181,ATR,,ATR,Valid,Rabbit,Protein,0.19181928473444718,
AGID00268,2.7127165163987104,ab97508,Set181,ATRX,0.08253131245783972,ATRX,Caution,Rabbit,Protein,0.8777165131632341,0.07673920771027025
AGID00391,2.784763952657645,14475,Set181,Aurora-A,0.25541095187164414,AURKA,Caution,Rabbit,Protein,,
AGID02195,2.7980765782128967,MA5-27890,Set181,Aurora-B,0.6215450123841181,AURKB,Valid,Rabbit,Protein,,
AGID00215,2.6736390451779513,8661,Old,AXL,0.21266941936910908,AXL,Valid,Rabbit,Protein,,0.0
AGID02143,2.793535985724682,8457,Set181,b-Actin,1.0481470739682048,ACTB,Caution,Rabbit,Protein,1.0481470739682048,1.4142135623730951
AGID00301,2.7301212192214788,14058,Set181,B7-H3,0.43528136206159274,CD276,Caution,Rabbit,Protein,0.36714422467323027,1.2023474023758691
AGID00302,2.730227294227841,14572,Set181,B7-H4,0.4318862910129734,VTCN1,Caution,Rabbit,Protein,0.38776766081004155,1.1241758345561428
AGID00009,2.068010183489447,1542-1/ab32371,Old,BAK,,BAK1,Caution,Rabbit,Protein,,0.547384589662515
AGID00192,2.6639672254918527,sc-28383,Old,BAP1C4,,BAP1,Valid,Mouse,Protein,0.4100464757530298,
AGID00010,2.074624084793235,2772,Old,BAX,0.36482365326905003,BAX,Valid,Rabbit,Protein,,
AGID00433,2.09629414793641,M0887,Old,BCL2,,BCL2,Valid,Mouse,Protein,,1.1909881947357832
AGID00219,2.6777078898658138,PAB8528,Old,BCL2A1,0.566334498284875,BCL2A1,Valid,Rabbit,Protein,0.409427455581512,1.4394443372357266
AGID00012,2.1077597720068377,1018-1,Old,BCLXL,0.5836577149595195,BCL2L1,Valid,Rabbit,Protein,,
AGID00377,2.1159718368820997,sc-10086,Old,BECLIN,,BECN1,Caution,Goat,Protein,0.46594997830198315,
AGID00011,2.081041407633767,9562,Old,BETACATENIN,,CTNNB1,Valid,Rabbit,Protein,,1.9948131406224494
AGID00013,2.1186402171515906,1008-1/ab32060,Old,BID,0.30822091386600003,BID,Caution,Rabbit,Protein,0.24807819010898088,1.2530069700524415
AGID00180,2.123878411424922,1036-1/ab32158,Old,BIM,0.6758918059016155,BCL2L11,Valid,Rabbit,Protein,0.8287868425528974,0.7657532219977922
AGID00221,2.679423066539518,610978,Set181,BiP-GRP78,0.4788610402217668,HSPA5,Caution,Mouse,Protein,0.1751518115335827,2.8762580687413988
AGID00355,2.1289902520099186,1647/ab33899,Old,BRAF,,BRAF,Valid,Rabbit,Protein,,1.6746651492164037
AGID00445,2.5760331045401275,9012,Old,BRCA2,,BRCA2,Caution,Rabbit,Protein,0.29061319918461453,
AGID00266,2.712481557708799,13440,Old,BRD4,,BRD4,Valid,Rabbit,Protein,0.49102871431011336,
AGID00278,2.7180340761441975,3130,Set181,c-IAP2,0.4360336981125403,BIRC3,Caution,Rabbit,Protein,,
AGID00345,2.756155348318414,5649,Old,CA9,0.21266941936910908,CA9,Caution,Rabbit,Protein,0.2795065036120361,0.7143689908203594
AGID00265,2.7122462787421697,2862,Old,CABL,0.2598916862755581,ABL1,Valid,Rabbit,Protein,,
AGID00429,2.7904393572390553,2679,Set181,Calnexin,0.822907673744431,CANX,Valid,Rabbit,Protein,0.7515881646875465,1.1293199188006913
AGID00176,2.657317137059564,9496,Set181,Caspase-8-cleaved,0.49653369056445273,CASP8,Caution,Rabbit,Protein,,
AGID00623,2.1722105955213213,9665,Old,CASPASE3,1.0481470739682048,CASP3,Under Evaluation,Rabbit,Protein,1.0481470739682048,1.4142135623730951
AGID00015,2.16805912414593,9491,Old,CASPASE7CLEAVEDD198,1.0310116929622857,CASP7,Caution,Rabbit,Protein,,
AGID00118,2.6188862202836085,9746,Old,CASPASE8,,CASP8,Caution,Mouse,Protein,0.507519354732399,
AGID00537,2.6156481943253747,551246,Old,CASPASE9,0.21266941936910908,CASP9,Under Evaluation,Mouse,Protein,0.2795065036120361,0.7143689908203594
AGID00016,2.1782865120004877,3238,Old,CAVEOLIN1,,CAV1,Valid,Rabbit,Protein,,1.3279142107079056
AGID00358,2.7658938339793524,ab76000,Set181,CD134,,TNFRSF4,Valid,Rabbit,Protein,,1.9345302861418323
AGID00303,2.731389812133255,826701,Set181,CD171,1.0481470739682048,L1CAM,Valid,Mouse,Protein,1.0481470739682048,1.4142135623730951
AGID00410,2.1991548165037127,1632-1/ab78237,Old,CD20,0.13727105959176944,MS4A1,Caution,Rabbit,Protein,,
AGID00220,2.6789958502972526,ab28340,Old,CD26,0.4760268537440935,DPP4,Valid,Rabbit,Protein,0.3159258381637856,1.5566353352664202
AGID00191,2.663811784097655,610467,Set181,CD29,0.33017209583128904,ITGB1,Valid,Mouse,Protein,0.21002724951569132,1.5980902167900284
AGID00017,2.2027324540033493,M0823,Old,CD31,,PECAM1,Valid,Mouse,Protein,0.4597857096421965,
AGID00369,2.77214428620207,ab108403,Set181,CD38,0.677966964017194,CD38,Caution,Rabbit,Protein,,
AGID00359,2.766237651778401,ab133616,Set181,CD4,,CD4,Valid,Rabbit,Protein,,1.2356197165794984
AGID00411,2.691377523623448,3570,Set181,CD44,,CD44,Caution,Mouse,Protein,,0.8944513267920172
AGID00237,2.6851591439188085,M070101-2,Set181,CD45,,PTPRC,Valid,Mouse,Protein,,0.5257553585081183
AGID00115,2.6160561823107362,611016,Old,CD49B,,ITGA2,Valid,Mouse,Protein,,0.965441928859525
AGID02171,2.7959296817888974,91882,Set181,CD86,0.5512730063342911,CD86,Caution,Rabbit,Protein,0.37573051586689554,1.5304282354948893
AGID00329,2.745146710614638,4688,Set181,cdc25C,0.18447785582534015,CDC25C,Valid,Rabbit,Protein,0.19225375756862442,0.9588473340422864
AGID00227,2.6823846331536254,4651,Set181,Cdc42,0.3121240684138077,CDC42/RAC1,Caution,Rabbit,Protein,,
AGID00422,2.78961883318033,3387,Set181,Cdc6,,CDC6,Valid,Rabbit,Protein,,1.0249897428755081
AGID00501,2.6297763115199198,9112,Old,CDK1,,CDK1,Valid,Rabbit,Protein,,0.47828222003331883
AGID00423,2.7896935917027625,8064,Set181,CDT1,,CDT1,Valid,Rabbit,Protein,0.37721297162111506,
AGID02101,2.7859908443243158,15102,Set181,cGAS,0.46897372052140013,CGAS,Valid,Rabbit,Protein,0.4615016795008938,1.018022312132696
AGID00447,2.790662444327721,13460,Set181,CHD1L,0.7986484198245419,CHD1L,Valid,Rabbit,Protein,0.9289882532335606,0.8069895941088708
AGID00189,2.6633446314491045,2360,Old,CHK1,1.0481470739682048,CHEK1,Caution,Mouse,Protein,1.0481470739682048,1.4142135623730951
AGID00018,2.2339276144894975,3440,Old,CHK2,,CHEK2,Valid,Mouse,Protein,0.43519704785983615,
AGID00527,2.7639902836041252,4952,Old,CIAP,0.39766802151157277,BIRC2,Valid,Rabbit,Protein,0.4705465509384283,0.8314401782449534
AGID00350,2.7586876623338203,3793,Set181,CIITA,,CIITA,Caution,Rabbit,Protein,,1.3442420295467628
AGID00020,2.2500211183513295,1522-1/ab32363,Old,CKIT,0.4143755407644772,KIT,Valid,Rabbit,Protein,,
AGID00400,2.5978374751880993,NB100-91714,Old,CLAUDIN7,1.0481470739682048,CLDN7,Valid,Rabbit,Protein,1.0481470739682048,1.4142135623730951
AGID00466,2.5668904295924904,3127,Old,CMET,,MET,Caution,Mouse,Protein,,1.316777042630984
AGID00167,2.2555700687924514,9402,Old,CMYC,,MYC,Caution,Rabbit,Protein,0.3080024927012041,
AGID00292,2.7226391640146814,11130-1-AP,Old,COG3,,COG3,Valid,Rabbit,Protein,,1.962069538523036
AGID00021,2.2688090437084942,sc-20649,Old,COLLAGENVI,0.6350033678387762,COL6A1,Valid,Rabbit,Protein,0.5224428540437075,1.2579923250958251
AGID00141,2.6411008930852966,459230,Old,COMPLEXIISUBUNIT30,0.21266941936910908,SDHB,Valid,Mouse,Protein,0.2795065036120361,0.7143689908203594
AGID00267,2.71259907703535,3512,Set181,Connexin-43,1.0481470739682048,GJA1,Caution,Rabbit,Protein,1.0481470739682048,1.4142135623730951
AGID00269,2.7129511556585664,6434,Set181,Coup-TFII,1.0481470739682048,NR2F2,Caution,Rabbit,Protein,1.0481470739682048,1.4142135623730951
AGID00150,2.649226641695497,4850,Set181,Cox-IV,0.7271614282742889,COX4I1,Valid,Rabbit,Protein,,
AGID00195,2.6656680456278257,4842,Set181,Cox2,1.0481470739682048,PTGS2,Caution,Rabbit,Protein,1.0481470739682048,1.4142135623730951
AGID00188,2.5864259643722582,05-739,Old,CRAF,,RAF1,Valid,Rabbit,Protein,,1.5710143271148103
AGID00023,2.281229205291918,9197,Set181,Creb,0.49388495211493794,CREB1,Caution,Rabbit,Protein,,
AGID00365,2.7705613027018345,4980,Set181,CSK,,CSK,Caution,Rabbit,Protein,0.522510186971941,
AGID00367,2.7709793136194443,9201,Set181,CtIP,,RBBP8,Valid,Rabbit,Protein,0.30490066446962716,
AGID00536,2.7655493181105846,ab107198,Old,CTLA4,0.21266941936910908,CTLA4,Caution,Rabbit,Protein,0.2795065036120361,0.7143689908203594
AGID00025,2.3007183279846517,2936,Set181,Cyclin-D3,1.0481470739682048,CCND3,Valid,Mouse,Protein,1.0481470739682048,1.4142135623730951
AGID00024,2.2940554023181057,1495-1/ab32053,Old,CYCLINB1,0.5647999973067733,CCNB1,Valid,Rabbit,Protein,0.39888925111742046,1.4760215997742039
AGID00382,2.296301277830012,sc-718,Old,CYCLIND1,,CCND1,Valid,Rabbit,Protein,,0.6011485007882827
AGID00437,2.301807413001365,sc-25303,Old,CYCLINE1,1.0481470739682048,CCNE1,Caution,Mouse,Protein,1.0481470739682048,1.4142135623730951
AGID00449,2.3050392575923273,1142-1,Old,CYCLINE2,0.543648334157479,CCNE2,Caution,Rabbit,Protein,,
AGID00209,2.6715685350109184,ab110324,Set181,Cyclophilin-F,0.7175732307177404,PPIF,Valid,Mouse,Protein,,
AGID00247,2.6888359522572682,ab48389,Set181,D-a-Tubulin,,TUBA4A,Valid,Rabbit,Protein,0.18309421532827164,
AGID00304,2.7321255159008575,ab51601,Set181,DAPK2,,DAPK2,Caution,Rabbit,Protein,0.2802933838416951,
AGID00343,2.7552417401561247,6998,Set181,DDB-1,0.6024336008118534,DDB1,Valid,Rabbit,Protein,0.47904601410151654,1.3023697382080097
AGID00427,2.7900668873230385,5583,Set181,DDR1,,DDR1,Valid,Rabbit,Protein,0.3188849858161529,
AGID00532,2.673932840617376,Bast Lab,Old,DIRAS3,0.4020161973133267,DIRAS3,Caution,Mouse,Protein,0.38998165606088525,1.033382886446258
AGID00104,2.6064278491030612,ab76008,Old,DJ1,0.6119505105711761,PARK7,Valid,Rabbit,Protein,0.3556690647348201,1.8353428834961603
AGID02146,2.793755007916494,4658,Set181,DM-Histone-H3,,H3C1,Valid,Rabbit,Protein,,1.3539405079249236
AGID00386,2.6912446791018008,ab32521,Set181,DM-K9-Histone-H3,0.41585421691505725,H3C1,Valid,Rabbit,Protein,,
