AGID,lab_id,catalog_number,set_id,peptide_target,protein_expression,gene_name,validation_status,antibody_origin,type,control1,fold_change
AGID00125,1.622294392870088,44-836G,Old,PEA15_pS116,,PEA15,Valid,Rabbit,PTM,0.3662351878518318,
AGID00259,1.6416627286715326,9375,Set181,PKC-a-b-II_pT638_T641,,PRKCA/PRKCB,Valid,Rabbit,PTM,0.5301282979764768,
AGID00460,1.5827025964090538,06-822,Old,PKCALPHA_pS657,,PRKCA,Caution,Rabbit,PTM,0.5131234532005163,
AGID00114,1.617106816200448,07-875,Old,PKCDELTA_pS664,0.33791888855939267,PRKCD,Valid,Rabbit,PTM,0.28523937364325114,0.8966645003577668
AGID00163,1.628723316961891,9371,Old,PKCPANBETAII_pS660,,PRKCA/PRKCB/PRKCD/PRKCE/PRKCH/PRKCQ,Valid,Rabbit,PTM,,0.8168473755633092
AGID02138,1.6712122930687108,GTX133463,Set181,PLC-gamma2_pY759,0.4158761854662487,PLCG2,Valid,Rabbit,PTM,0.4489589715981731,0.8001581065396518
AGID00082,1.6032281436518963,44-1100G,Old,PRAS40_pT246,,AKT1S1,Valid,Rabbit,PTM,,0.7857379097947155
AGID00424,1.6702599549334376,OAAF05458,Set181,PRC1_pT481,,PRC1,Caution,Rabbit,PTM,,0.9648818169343506
AGID00275,1.6483691896782624,3291,Set181,Pyk2_pY402,,PTK2B,Caution,Rabbit,PTM,,0.8566865265980345
AGID00060,1.5858208661854813,9308,Old,RB_pS807S811,,RB1,Valid,Rabbit,PTM,,0.7581019157915565
AGID00547,1.6028992220696514,3221,Old,RET_pY905,,RET,Caution,Rabbit,PTM,,
AGID00160,1.6283661791511115,3806,Old,RICTOR_pT1135,,RICTOR,Valid,Rabbit,PTM,,1.0553333950022734
AGID00246,1.6396024268345446,A300-245A,Set181,RPA32_pS4_S8,,RPA2,Caution,Rabbit,PTM,0.31588175290078085,
AGID00062,1.5904541528902016,2211,Old,S6_pS235S236,0.4411026115244554,RPS6,Valid,Rabbit,PTM,,
AGID00063,1.5905574525051964,2215,Old,S6_pS240S244,0.48034555539638946,RPS6,Valid,Rabbit,PTM,,
AGID02168,1.6719739805094698,bs-3413R,Old,SHC_pY317,0.3598923736728368,SHC1,Caution,Rabbit,PTM,0.3712816676412981,0.8202974972621889
AGID00183,1.6308651665421152,3751,Old,SHP2_pY542,0.38550090047230967,PTPN11,Caution,Rabbit,PTM,,
AGID02157,1.6716924531204702,6943,Old,SRC_pY416,0.35052671823006143,SRC,Valid,Rabbit,PTM,,
AGID00068,1.5930794066425007,2105,Old,SRC_pY527,0.2767892310172002,SRC,Valid,Rabbit,PTM,,
AGID00388,1.5941537214353738,9131,Old,STAT3_pY705,0.7169355180598357,STAT3,Valid,Rabbit,PTM,0.7169355180598357,0.9388149908366095
AGID02194,1.6727239626568116,ab109403,Old,TUBERIN_pT1462,,TSC2,Valid,Rabbit,PTM,,0.8158885143214321
AGID00284,1.6490244771810627,6888,Set181,ULK1_pS757,0.34397823710427694,ULK1,Caution,Rabbit,PTM,,
AGID00354,1.6619991173463091,4910,Set181,Wee1_pS642,,WEE1,Caution,Rabbit,PTM,,0.8156933242503612
AGID00089,1.6066438486099184,4911,Old,YAP_pS127,0.11583587224210638,YAP1,Valid,Rabbit,PTM,0.5532510149521974,0.36756138674453426
AGID00095,1.6105775440333185,2900,Old,YB1_pS102,0.4454403649987171,YBX1,Valid,Rabbit,PTM,,
AGID00100,1.6138406838308654,sc-628,Old,1433BETA,0.35376070082351396,YWHAB,Valid,Rabbit,Protein,0.24415654058491323,0.9727212171234969
AGID00111,1.6158890988683294,sc-23957,Old,1433EPSILON,0.43251422262784356,YWHAE,Caution,Mouse,Protein,0.3408603906914946,0.9305639530066908
AGID00101,1.613908000768288,sc-1019,Old,1433ZETA,0.7169355180598357,YWHAZ,Valid,Rabbit,Protein,0.7169355180598357,0.9388149908366095
AGID00001,1.0237905420388513,9452,Old,4EBP1,0.43917675598007655,EIF4EBP1,Valid,Rabbit,Protein,0.4666625403582848,0.8061350664989906
AGID00120,1.620363334992329,4937,Old,53BP1,,TP53BP1,Valid,Rabbit,Protein,0.4003602434494968,
AGID00005,1.282815437822477,1768-1/ab45174,Old,ACC1,,ACACA/ACACB,Caution,Rabbit,Protein,,0.9359639204362209
AGID00408,1.66967499898489,3658,Set181,AceCS1,0.439420033180059,ACSS2,Valid,Rabbit,Protein,0.2047849891314346,1.1307217238585539
AGID00473,1.6309626788668674,5335,Old,ACETYLATUBULINLYS40,,TUBA1B,Under Evaluation,Rabbit,Protein,,0.9265300603199248
AGID00404,1.6695617019390878,9189,Set181,ACSL1,,ACSL1,Valid,Rabbit,Protein,,0.909301640200225
AGID02144,1.6714092930264128,PA5-27081,Old,ACVRL1,0.4500341188570405,ACVRL1,Caution,Rabbit,Protein,0.3229346387171098,0.9698505802788362
AGID00186,1.631736273972625,ab88574,Old,ADAR1,0.37192611143642135,ADAR,Valid,Mouse,Protein,0.31024112363584727,0.9032791745946368
AGID00146,1.625956671483542,4691,Old,AKT,,AKT1/AKT2/AKT3,Valid,Rabbit,Protein,,0.9242366651423354
AGID00316,1.6546601375459051,3063,Set181,Akt2,0.377043522121286,AKT2,Valid,Rabbit,Protein,,
AGID02215,1.6741075572635,ab195377,Set181,ALKBH5,0.4152547012218297,ALKBH5,Valid,Rabbit,Protein,0.5199770305342062,0.734754782757474
AGID00498,1.616597478255713,CA1030,Old,ALPHACATENIN,0.19282406138327834,CTN 1,Valid,Mouse,Protein,0.2464744595372121,0.7341968928913811
AGID00006,1.3858735810454867,2532,Old,AMPKALPHA,,PRKAA1/PRKAA2,Caution,Rabbit,Protein,,0.9521576827425314
AGID00193,1.632213996142805,610066,Old,ANNEXIN1,0.7203325744873533,ANXA1,Valid,Mouse,Protein,0.6187913770646148,0.9297766862135151
AGID00166,1.6289769302711339,610668,Old,ANNEXINVII,0.35011834231242406,ANXA7,Valid,Mouse,Protein,,
AGID00371,1.6046043091712923,1852-1/ab52615,Old,AR,,AR,Valid,Rabbit,Protein,,0.9126337457777425
AGID00194,1.632640225465972,4432,Old,ARAF,,ARAF,Valid,Rabbit,Protein,0.3591095843326835,
AGID00260,1.624268171829795,sc-32761,Old,ARID1A,0.17199643612305437,ARID1A,Caution,Mouse,Protein,0.3831973441348473,0.5697966698907566
AGID00264,1.6467108654917495,HPA029318,Old,ASNS,0.6739760975014365,ASNS,Valid,Rabbit,Protein,0.5619385259460501,0.9379408585342415
AGID00276,1.64854245741084,3415,Set181,Atg3,,ATG3,Valid,Rabbit,Protein,,0.7562985355555889
AGID00309,1.653888211577807,13507,Set181,Atg4B,0.3556546939538475,ATG4B,Caution,Rabbit,Protein,0.4736813767874893,0.716829043773272
AGID00310,1.6539193175730384,12994,Set181,Atg5,0.5001591597231521,ATG5,Caution,Rabbit,Protein,0.530338583266613,0.8047296304204823
AGID00277,1.6485770399579431,8558,Set181,Atg7,,ATG7,Valid,Rabbit,Protein,,0.8703381497439004
AGID00242,1.6391053937575606,2873,Old,ATM,0.2835664032633111,ATM,Valid,Rabbit,Protein,0.7328237079421602,0.4516145830462777
AGID00217,1.635929579160001,ab14748,Set181,ATP5A,0.7169355180598357,ATP5F1A,Caution,Mouse,Protein,0.7169355180598357,0.9388149908366095
AGID02145,1.6714311329526552,PA5-43776,Set181,ATP5H,,ATP5PD,Valid,Rabbit,Protein,,0.8273547414651553
AGID02150,1.671540186340384,13934,Set181,ATR,,ATR,Valid,Rabbit,Protein,0.17548095038328715,
AGID00268,1.6470326397490458,ab97508,Set181,ATRX,0.07930210653420806,ATRX,Caution,Rabbit,Protein,0.6300564179344764,0.2719139972107307
AGID00391,1.668761203005884,14475,Set181,Aurora-A,0.22746297067369625,AURKA,Caution,Rabbit,Protein,,
AGID02195,1.6727452221461871,MA5-27890,Set181,Aurora-B,0.4833794060987935,AURKB,Valid,Rabbit,Protein,,
AGID00215,1.6351266144179635,8661,Old,AXL,0.19282406138327834,AXL,Valid,Rabbit,Protein,,0.0
AGID02143,1.6713874433310436,8457,Set181,b-Actin,0.7169355180598357,ACTB,Caution,Rabbit,Protein,0.7169355180598357,0.9388149908366095
AGID00301,1.6523078463838023,14058,Set181,B7-H3,0.3613609011152151,CD276,Caution,Rabbit,Protein,0.3127240566924988,0.8885515137588582
AGID00302,1.6523399451165734,14572,Set181,B7-H4,0.35899265966845567,VTCN1,Caution,Rabbit,Protein,0.32769645672588527,0.8679768917339828
AGID00009,1.4380577816935753,1542-1/ab32371,Old,BAK,,BAK1,Caution,Rabbit,Protein,,0.6607315220460042
AGID00192,1.6321664208933637,sc-28383,Old,BAP1C4,,BAP1,Valid,Mouse,Protein,0.34362266537382924,
AGID00010,1.4403555411054714,2772,Old,BAX,0.31102522854666514,BAX,Valid,Rabbit,Protein,,
AGID00433,1.4478584695806458,M0887,Old,BCL2,,BCL2,Valid,Mouse,Protein,,0.8856368739655743
AGID00219,1.6363703400715297,PAB8528,Old,BCL2A1,0.4487381751966263,BCL2A1,Valid,Rabbit,Protein,0.34318356205417483,0.9443358950762462
AGID00012,1.4518125815706509,1018-1,Old,BCLXL,0.459737181000926,BCL2L1,Valid,Rabbit,Protein,,
AGID00377,1.4546380432540942,sc-10086,Old,BECLIN,,BECN1,Caution,Goat,Protein,0.38250348166948245,
AGID00011,1.4425815081421802,9562,Old,BETACATENIN,,CTNNB1,Valid,Rabbit,Protein,,1.0473212683688766
AGID00013,1.4555549516083515,1008-1/ab32060,Old,BID,0.26866813316692106,BID,Caution,Rabbit,Protein,0.22160492031557477,0.9012578738194222
AGID00180,1.457353221228444,1036-1/ab32158,Old,BIM,0.5163454450248273,BCL2L11,Valid,Rabbit,Protein,0.6036528194529662,0.7540406845949051
AGID00221,1.6368943357894297,610978,Set181,BiP-GRP78,0.39127222408928425,HSPA5,Caution,Mouse,Protein,0.16139734055552926,1.1639889488370245
AGID00355,1.459105976963263,1647/ab33899,Old,BRAF,,BRAF,Valid,Rabbit,Protein,,0.9918791230031715
AGID00445,1.60500252477687,9012,Old,BRCA2,,BRCA2,Caution,Rabbit,Protein,0.25511745363654004,
AGID00266,1.6469613103254124,13440,Old,BRD4,,BRD4,Valid,Rabbit,Protein,0.39946629402111294,
AGID00278,1.6486461343005652,3130,Set181,c-IAP2,0.3618849370028817,BIRC3,Caution,Rabbit,Protein,,
AGID00345,1.6601672651628854,5649,Old,CA9,0.19282406138327834,CA9,Caution,Rabbit,Protein,0.2464744595372121,0.7341968928913811
AGID00265,1.6468898805755563,2862,Old,CABL,0.23102575399496608,ABL1,Valid,Rabbit,Protein,,
AGID00429,1.6704608218210493,2679,Set181,Calnexin,0.6004328491833114,CANX,Valid,Rabbit,Protein,0.5605228990642896,0.8693691056107132
AGID00176,1.6301279511313105,9496,Set181,Caspase-8-cleaved,0.4031515609636217,CASP8,Caution,Rabbit,Protein,,
AGID00623,1.4738421202833503,9665,Old,CASPASE3,0.7169355180598357,CASP3,Under Evaluation,Rabbit,Protein,0.7169355180598357,0.9388149908366095
AGID00015,1.4724330627046955,9491,Old,CASPASE7CLEAVEDD198,0.7085340398255378,CASP7,Caution,Rabbit,Protein,,
AGID00118,1.6182973213484624,9746,Old,CASPASE8,,CASP8,Caution,Mouse,Protein,0.41046548849691666,
AGID00537,1.6172965696882482,551246,Old,CASPASE9,0.19282406138327834,CASP9,Under Evaluation,Mouse,Protein,0.2464744595372121,0.7341968928913811
AGID00016,1.475901931701591,3238,Old,CAVEOLIN1,,CAV1,Valid,Rabbit,Protein,,0.9192239542786549
AGID00358,1.663097662189251,ab76000,Set181,CD134,,TNFRSF4,Valid,Rabbit,Protein,,1.037568022675739
AGID00303,1.6526916869559352,826701,Set181,CD171,0.7169355180598357,L1CAM,Valid,Mouse,Protein,0.7169355180598357,0.9388149908366095
AGID00410,1.4829547587514977,1632-1/ab78237,Old,CD20,0.1286315852932401,MS4A1,Caution,Rabbit,Protein,,
AGID00220,1.6367638346130613,ab28340,Old,CD26,0.3893539196063386,DPP4,Valid,Rabbit,Protein,0.274540477336294,0.968861224247824
AGID00191,1.632118802078346,610467,Set181,CD29,0.2853083292246761,ITGB1,Valid,Mouse,Protein,0.19064287961597437,0.9771267282818507
AGID00017,1.4841605216429081,M0823,Old,CD31,,PECAM1,Valid,Mouse,Protein,0.3782896507301819,
AGID00369,1.6649757614458145,ab108403,Set181,CD38,0.5175829201379752,CD38,Caution,Rabbit,Protein,,
AGID00359,1.6632010256665912,ab133616,Set181,CD4,,CD4,Valid,Rabbit,Protein,,0.8969495346688651
AGID00411,1.6405418384251735,3570,Set181,CD44,,CD44,Caution,Mouse,Protein,,0.7993305069227933
AGID00237,1.6386455211298168,M070101-2,Set181,CD45,,PTPRC,Valid,Mouse,Protein,,0.6499920034007175
AGID00115,1.6174226974760606,611016,Old,CD49B,,ITGA2,Valid,Mouse,Protein,,0.8220201458710936
AGID02171,1.6721033705452835,91882,Set181,CD86,0.4390758882626694,CD86,Caution,Rabbit,Protein,0.31898487430384903,0.9635292167119349
AGID00329,1.6568484271696786,4688,Set181,cdc25C,0.1693020494865599,CDC25C,Valid,Rabbit,Protein,0.17584542985289883,0.8199732955227389
AGID00227,1.6377987157015435,4651,Set181,Cdc42,0.2716472503907644,CDC42/RAC1,Caution,Rabbit,Protein,,
AGID00422,1.67021520564876,3387,Set181,Cdc6,,CDC6,Valid,Rabbit,Protein,,0.8399789493189763
AGID00501,1.6216585064433016,9112,Old,CDK1,,CDK1,Valid,Rabbit,Protein,,0.6252045677587686
AGID00423,1.6702375854059692,8064,Set181,CDT1,,CDT1,Valid,Rabbit,Protein,0.3200618712740024,
AGID02101,1.669128768047665,15102,Set181,cGAS,0.3845640076657605,CGAS,Valid,Rabbit,Protein,0.37946445473093493,0.8379248047573398
AGID00447,1.6705275946022924,13460,Set181,CHD1L,0.5870355049768738,CHD1L,Valid,Rabbit,Protein,0.6569956443423551,0.7691958482322013
AGID00189,1.6319756834735941,2360,Old,CHK1,0.7169355180598357,CHEK1,Caution,Mouse,Protein,0.7169355180598357,0.9388149908366095
AGID00018,1.4946329363725053,3440,Old,CHK2,,CHEK2,Valid,Mouse,Protein,0.36130215536643023,
AGID00527,1.6625252730723,4952,Old,CIAP,0.33480514888201085,BIRC2,Valid,Rabbit,Protein,0.38563413504837857,0.7778834359930644
AGID00350,1.6609297583985363,3793,Set181,CIITA,,CIITA,Caution,Rabbit,Protein,,0.9230179420306176
AGID00020,1.5000070394339253,1522-1/ab32363,Old,CKIT,0.34668811974017566,KIT,Valid,Rabbit,Protein,,
AGID00400,1.6117808396888516,NB100-91714,Old,CLAUDIN7,0.7294302370444674,CLDN7,Valid,Rabbit,Protein,0.6296908151257034,0.928563985894398
AGID00466,1.6021518122801255,3127,Old,CMET,,MET,Caution,Mouse,Protein,,0.9166117029990297
AGID00167,1.5018555419188795,9402,Old,CMYC,,MYC,Caution,Rabbit,Protein,0.2685011587680566,
AGID00292,1.6500421703746488,11130-1-AP,Old,COG3,,COG3,Valid,Rabbit,Protein,,1.04205959160287
AGID00021,1.5062566327517015,sc-20649,Old,COLLAGENVI,0.49164486418732534,COL6A1,Valid,Rabbit,Protein,0.42031618560763867,0.9024832778165174
AGID00141,1.6251464220448866,459230,Old,COMPLEXIISUBUNIT30,0.19282406138327834,SDHB,Valid,Mouse,Protein,0.2464744595372121,0.7341968928913811
AGID00267,1.6469969875611037,3512,Set181,Connexin-43,0.7169355180598357,GJA1,Caution,Rabbit,Protein,0.7169355180598357,0.9388149908366095
AGID00269,1.6471038691165067,6434,Set181,Coup-TFII,0.7169355180598357,NR2F2,Caution,Rabbit,Protein,0.7169355180598357,0.9388149908366095
AGID00150,1.6276445071622663,4850,Set181,Cox-IV,0.546479268029711,COX4I1,Valid,Rabbit,Protein,,
AGID00195,1.6326873692252983,4842,Set181,Cox2,0.7169355180598357,PTGS2,Caution,Rabbit,Protein,0.7169355180598357,0.9388149908366095
AGID00188,1.6082369117677464,05-739,Old,CRAF,,RAF1,Valid,Rabbit,Protein,,0.971751254618562
AGID00023,1.5103738627544896,9197,Set181,Creb,0.40138007712895646,CREB1,Caution,Rabbit,Protein,,
AGID00365,1.6645003162216085,4980,Set181,CSK,,CSK,Caution,Rabbit,Protein,0.42036041152990244,
AGID00367,1.6646258779736196,9201,Set181,CtIP,,RBBP8,Valid,Rabbit,Protein,0.26612691869708255,
AGID00536,1.6629940824039586,ab107198,Old,CTLA4,0.19282406138327834,CTLA4,Caution,Rabbit,Protein,0.2464744595372121,0.7341968928913811
AGID00025,1.5168118960453374,2936,Set181,Cyclin-D3,0.7169355180598357,CCND3,Valid,Mouse,Protein,0.7169355180598357,0.9388149908366095
AGID00024,1.514613944976774,1495-1/ab32053,Old,CYCLINB1,0.44775801857728426,CCNB1,Valid,Rabbit,Protein,0.33567852966017636,0.9521833218666905
AGID00382,1.5153551655734083,sc-718,Old,CYCLIND1,,CCND1,Valid,Rabbit,Protein,,0.6860912364502884
AGID00437,1.5171708582099002,sc-25303,Old,CYCLINE1,0.7169355180598357,CCNE1,Caution,Mouse,Protein,0.7169355180598357,0.9388149908366095
AGID00449,1.5182355738133417,1142-1,Old,CYCLINE2,0.43414866280931336,CCNE2,Caution,Rabbit,Protein,,
AGID00209,1.6344933572856508,ab110324,Set181,Cyclophilin-F,0.5409123821778783,PPIF,Valid,Mouse,Protein,,
AGID00247,1.6397670420694728,ab48389,Set181,D-a-Tubulin,,TUBA4A,Valid,Rabbit,Protein,0.16813322284643428,
AGID00304,1.6529142494094657,ab51601,Set181,DAPK2,,DAPK2,Caution,Rabbit,Protein,0.24708925779413904,
AGID00343,1.6598920869008698,6998,Set181,DDB-1,0.47152347420345153,DDB1,Valid,Rabbit,Protein,0.39139729487521074,0.9132025588437482
AGID00427,1.670349330925432,5583,Set181,DDR1,,DDR1,Valid,Rabbit,Protein,0.2767866719166461,
AGID00532,1.635216450693111,Bast Lab,Old,DIRAS3,0.3379113415508888,DIRAS3,Caution,Mouse,Protein,0.32929054997701834,0.8424374472906629
AGID00104,1.6144435106571742,ab76008,Old,DJ1,0.4774449429749341,PARK7,Valid,Rabbit,Protein,0.30429510717709024,1.0208637893596588
AGID02146,1.6714529631181652,4658,Set181,DM-Histone-H3,,H3C1,Valid,Rabbit,Protein,,0.9252517148103847
